subj_id,qual_col,Diff,measure,row,sentID
R_1JEdl2aEMuUO63f,Diff(10),6,Diff,10,152
R_6L3ln2BoQAzJw2d,Diff(10),6,Diff,10,152
R_xAA7goWcKMvmb1D,Diff(10),4,Diff,10,152
R_248iCMeSwyLS8sF,Diff(10),5,Diff,10,152
R_OING4tGkg3q8VLb,Diff(10),4,Diff,10,152
R_3kvbwPackXPANmo,Diff(10),6,Diff,10,152
R_3lRiG6M8Z6vKWZh,Diff(10),6,Diff,10,152
R_3q9cZ9NJjEx872v,Diff(10),6,Diff,10,152
R_ABt8n7PxUqkXqy5,Diff(10),6,Diff,10,152
R_3k6rPDoCD4kup7x,Diff(10),6,Diff,10,152
R_p6iBXJstulO97Jn,Diff(10),6,Diff,10,152
R_USFewLQTXHp0kPT,Diff(10),6,Diff,10,152
R_vrAH2qrxu41QSv7,Diff(11),6,Diff,11,153
R_6Pg4ql6MQumxZo9,Diff(11),6,Diff,11,153
R_1QaBlAsk46HI9NJ,Diff(11),6,Diff,11,153
R_pKtuHvEeh5mujgl,Diff(11),6,Diff,11,153
R_RrYmeJDnKB3hv7r,Diff(11),6,Diff,11,153
R_2alPe2ZkILnzWYp,Diff(11),6,Diff,11,153
R_24zMzQY1U9LX5Gf,Diff(11),6,Diff,11,153
R_2zAp7MZjWbJtouD,Diff(11),6,Diff,11,153
R_1lgea30X5yRbWgb,Diff(11),6,Diff,11,153
R_1dg0dAPlymYfFcu,Diff(11),6,Diff,11,153
R_23TSscPxb3G1aSA,Diff(11),6,Diff,11,153
R_3effdDALVVpFhkK,Diff(11),5,Diff,11,153
R_2PpvbvcItA8LcqM,Diff(11),6,Diff,11,153
R_25WvorTEPc7DuHX,Diff(11),6,Diff,11,153
R_ZJCIt5D6m80Wim5,Diff(11),6,Diff,11,153
R_6gQpeEEoAOw1CNz,Diff(11),6,Diff,11,153
R_UcJP3naTdDXJEDn,Diff(11),6,Diff,11,153
R_21pKbw8vqrjpJ4Q,Diff(11),6,Diff,11,153
R_1HiWKvIl546M44z,Diff(11),6,Diff,11,153
R_BFIiDPrnKiKOhkB,Diff(11),6,Diff,11,153
R_232AZeZQOdbRSAK,Diff(11),6,Diff,11,153
R_1odMwWpdALe3A7c,Diff(11),6,Diff,11,153
R_3CMZ1prTdwstnIi,Diff(11),6,Diff,11,153
R_2SDkvNUYWKzQ9b4,Diff(11),6,Diff,11,153
R_2qwqWlqovi1EnxK,Diff(11),6,Diff,11,153
R_1nSW9rReHHlwpSQ,Diff(11),6,Diff,11,153
R_3FPt6NNv7fs4bHV,Diff(11),6,Diff,11,153
R_2uOs8d5Okoyss7z,Diff(11),5,Diff,11,153
R_1JEdl2aEMuUO63f,Diff(11),6,Diff,11,153
R_6L3ln2BoQAzJw2d,Diff(11),6,Diff,11,153
R_xAA7goWcKMvmb1D,Diff(11),5,Diff,11,153
R_248iCMeSwyLS8sF,Diff(11),4,Diff,11,153
R_OING4tGkg3q8VLb,Diff(11),5,Diff,11,153
R_3kvbwPackXPANmo,Diff(11),6,Diff,11,153
R_3lRiG6M8Z6vKWZh,Diff(11),6,Diff,11,153
R_3q9cZ9NJjEx872v,Diff(11),6,Diff,11,153
R_ABt8n7PxUqkXqy5,Diff(11),6,Diff,11,153
R_3k6rPDoCD4kup7x,Diff(11),6,Diff,11,153
R_p6iBXJstulO97Jn,Diff(11),6,Diff,11,153
R_USFewLQTXHp0kPT,Diff(11),6,Diff,11,153
R_vrAH2qrxu41QSv7,Diff(12),6,Diff,12,154
R_6Pg4ql6MQumxZo9,Diff(12),6,Diff,12,154
R_1QaBlAsk46HI9NJ,Diff(12),6,Diff,12,154
R_pKtuHvEeh5mujgl,Diff(12),6,Diff,12,154
R_RrYmeJDnKB3hv7r,Diff(12),6,Diff,12,154
R_2alPe2ZkILnzWYp,Diff(12),6,Diff,12,154
R_24zMzQY1U9LX5Gf,Diff(12),6,Diff,12,154
R_2zAp7MZjWbJtouD,Diff(12),6,Diff,12,154
R_1lgea30X5yRbWgb,Diff(12),6,Diff,12,154
R_1dg0dAPlymYfFcu,Diff(12),6,Diff,12,154
R_23TSscPxb3G1aSA,Diff(12),6,Diff,12,154
R_3effdDALVVpFhkK,Diff(12),5,Diff,12,154
R_2PpvbvcItA8LcqM,Diff(12),6,Diff,12,154
R_25WvorTEPc7DuHX,Diff(12),6,Diff,12,154
R_ZJCIt5D6m80Wim5,Diff(12),6,Diff,12,154
R_6gQpeEEoAOw1CNz,Diff(12),3,Diff,12,154
R_UcJP3naTdDXJEDn,Diff(12),6,Diff,12,154
R_21pKbw8vqrjpJ4Q,Diff(12),4,Diff,12,154
R_1HiWKvIl546M44z,Diff(12),6,Diff,12,154
R_BFIiDPrnKiKOhkB,Diff(12),6,Diff,12,154
R_232AZeZQOdbRSAK,Diff(12),6,Diff,12,154
R_1odMwWpdALe3A7c,Diff(12),6,Diff,12,154
R_3CMZ1prTdwstnIi,Diff(12),6,Diff,12,154
R_2SDkvNUYWKzQ9b4,Diff(12),4,Diff,12,154
R_2qwqWlqovi1EnxK,Diff(12),6,Diff,12,154
R_1nSW9rReHHlwpSQ,Diff(12),3,Diff,12,154
R_3FPt6NNv7fs4bHV,Diff(12),6,Diff,12,154
R_2uOs8d5Okoyss7z,Diff(12),5,Diff,12,154
R_1JEdl2aEMuUO63f,Diff(12),6,Diff,12,154
R_6L3ln2BoQAzJw2d,Diff(12),6,Diff,12,154
R_xAA7goWcKMvmb1D,Diff(12),5,Diff,12,154
R_248iCMeSwyLS8sF,Diff(12),5,Diff,12,154
R_OING4tGkg3q8VLb,Diff(12),5,Diff,12,154
R_3kvbwPackXPANmo,Diff(12),6,Diff,12,154
R_3lRiG6M8Z6vKWZh,Diff(12),6,Diff,12,154
R_3q9cZ9NJjEx872v,Diff(12),6,Diff,12,154
R_ABt8n7PxUqkXqy5,Diff(12),6,Diff,12,154
R_3k6rPDoCD4kup7x,Diff(12),6,Diff,12,154
R_p6iBXJstulO97Jn,Diff(12),6,Diff,12,154
R_USFewLQTXHp0kPT,Diff(12),6,Diff,12,154
R_vrAH2qrxu41QSv7,Diff(13),6,Diff,13,155
R_6Pg4ql6MQumxZo9,Diff(13),5,Diff,13,155
R_1QaBlAsk46HI9NJ,Diff(13),6,Diff,13,155
R_pKtuHvEeh5mujgl,Diff(13),6,Diff,13,155
R_RrYmeJDnKB3hv7r,Diff(13),6,Diff,13,155
R_2alPe2ZkILnzWYp,Diff(13),6,Diff,13,155
R_24zMzQY1U9LX5Gf,Diff(13),6,Diff,13,155
R_2zAp7MZjWbJtouD,Diff(13),6,Diff,13,155
R_1lgea30X5yRbWgb,Diff(13),6,Diff,13,155
R_1dg0dAPlymYfFcu,Diff(13),6,Diff,13,155
R_23TSscPxb3G1aSA,Diff(13),6,Diff,13,155
R_3effdDALVVpFhkK,Diff(13),5,Diff,13,155
R_2PpvbvcItA8LcqM,Diff(13),6,Diff,13,155
R_25WvorTEPc7DuHX,Diff(13),6,Diff,13,155
R_ZJCIt5D6m80Wim5,Diff(13),6,Diff,13,155
R_6gQpeEEoAOw1CNz,Diff(13),6,Diff,13,155
R_UcJP3naTdDXJEDn,Diff(13),6,Diff,13,155
R_21pKbw8vqrjpJ4Q,Diff(13),6,Diff,13,155
R_1HiWKvIl546M44z,Diff(13),6,Diff,13,155
R_BFIiDPrnKiKOhkB,Diff(13),6,Diff,13,155
R_232AZeZQOdbRSAK,Diff(13),6,Diff,13,155
R_1odMwWpdALe3A7c,Diff(13),6,Diff,13,155
R_3CMZ1prTdwstnIi,Diff(13),6,Diff,13,155
R_2SDkvNUYWKzQ9b4,Diff(13),5,Diff,13,155
R_2qwqWlqovi1EnxK,Diff(13),6,Diff,13,155
R_1nSW9rReHHlwpSQ,Diff(13),6,Diff,13,155
R_3FPt6NNv7fs4bHV,Diff(13),6,Diff,13,155
R_2uOs8d5Okoyss7z,Diff(13),6,Diff,13,155
R_1JEdl2aEMuUO63f,Diff(13),6,Diff,13,155
R_6L3ln2BoQAzJw2d,Diff(13),6,Diff,13,155
R_xAA7goWcKMvmb1D,Diff(13),6,Diff,13,155
R_248iCMeSwyLS8sF,Diff(13),5,Diff,13,155
R_OING4tGkg3q8VLb,Diff(13),4,Diff,13,155
R_3kvbwPackXPANmo,Diff(13),6,Diff,13,155
R_3lRiG6M8Z6vKWZh,Diff(13),6,Diff,13,155
R_3q9cZ9NJjEx872v,Diff(13),6,Diff,13,155
R_ABt8n7PxUqkXqy5,Diff(13),5,Diff,13,155
R_3k6rPDoCD4kup7x,Diff(13),6,Diff,13,155
R_p6iBXJstulO97Jn,Diff(13),6,Diff,13,155
R_USFewLQTXHp0kPT,Diff(13),6,Diff,13,155
R_vrAH2qrxu41QSv7,Diff(14),6,Diff,14,156
R_6Pg4ql6MQumxZo9,Diff(14),6,Diff,14,156
R_1QaBlAsk46HI9NJ,Diff(14),6,Diff,14,156
R_pKtuHvEeh5mujgl,Diff(14),6,Diff,14,156
R_RrYmeJDnKB3hv7r,Diff(14),6,Diff,14,156
R_2alPe2ZkILnzWYp,Diff(14),6,Diff,14,156
R_24zMzQY1U9LX5Gf,Diff(14),6,Diff,14,156
R_2zAp7MZjWbJtouD,Diff(14),6,Diff,14,156
R_1lgea30X5yRbWgb,Diff(14),6,Diff,14,156
R_1dg0dAPlymYfFcu,Diff(14),6,Diff,14,156
R_23TSscPxb3G1aSA,Diff(14),5,Diff,14,156
R_3effdDALVVpFhkK,Diff(14),6,Diff,14,156
R_2PpvbvcItA8LcqM,Diff(14),3,Diff,14,156
R_25WvorTEPc7DuHX,Diff(14),6,Diff,14,156
R_ZJCIt5D6m80Wim5,Diff(14),6,Diff,14,156
R_6gQpeEEoAOw1CNz,Diff(14),6,Diff,14,156
R_UcJP3naTdDXJEDn,Diff(14),6,Diff,14,156
R_21pKbw8vqrjpJ4Q,Diff(14),6,Diff,14,156
R_1HiWKvIl546M44z,Diff(14),6,Diff,14,156
R_BFIiDPrnKiKOhkB,Diff(14),6,Diff,14,156
R_232AZeZQOdbRSAK,Diff(14),6,Diff,14,156
R_1odMwWpdALe3A7c,Diff(14),3,Diff,14,156
R_3CMZ1prTdwstnIi,Diff(14),3,Diff,14,156
R_2SDkvNUYWKzQ9b4,Diff(14),3,Diff,14,156
R_2qwqWlqovi1EnxK,Diff(14),6,Diff,14,156
R_1nSW9rReHHlwpSQ,Diff(14),5,Diff,14,156
R_3FPt6NNv7fs4bHV,Diff(14),6,Diff,14,156
R_2uOs8d5Okoyss7z,Diff(14),5,Diff,14,156
R_1JEdl2aEMuUO63f,Diff(14),6,Diff,14,156
R_6L3ln2BoQAzJw2d,Diff(14),6,Diff,14,156
R_xAA7goWcKMvmb1D,Diff(14),5,Diff,14,156
R_248iCMeSwyLS8sF,Diff(14),5,Diff,14,156
R_OING4tGkg3q8VLb,Diff(14),5,Diff,14,156
R_3kvbwPackXPANmo,Diff(14),6,Diff,14,156
R_3lRiG6M8Z6vKWZh,Diff(14),6,Diff,14,156
R_3q9cZ9NJjEx872v,Diff(14),4,Diff,14,156
R_ABt8n7PxUqkXqy5,Diff(14),6,Diff,14,156
R_3k6rPDoCD4kup7x,Diff(14),6,Diff,14,156
R_p6iBXJstulO97Jn,Diff(14),6,Diff,14,156
R_USFewLQTXHp0kPT,Diff(14),6,Diff,14,156
R_vrAH2qrxu41QSv7,Diff(15),6,Diff,15,157
R_6Pg4ql6MQumxZo9,Diff(15),5,Diff,15,157
R_1QaBlAsk46HI9NJ,Diff(15),6,Diff,15,157
R_pKtuHvEeh5mujgl,Diff(15),6,Diff,15,157
R_RrYmeJDnKB3hv7r,Diff(15),6,Diff,15,157
R_2alPe2ZkILnzWYp,Diff(15),6,Diff,15,157
R_24zMzQY1U9LX5Gf,Diff(15),6,Diff,15,157
R_2zAp7MZjWbJtouD,Diff(15),6,Diff,15,157
R_1lgea30X5yRbWgb,Diff(15),6,Diff,15,157
R_1dg0dAPlymYfFcu,Diff(15),6,Diff,15,157
R_23TSscPxb3G1aSA,Diff(15),5,Diff,15,157
R_3effdDALVVpFhkK,Diff(15),5,Diff,15,157
R_2PpvbvcItA8LcqM,Diff(15),5,Diff,15,157
R_25WvorTEPc7DuHX,Diff(15),6,Diff,15,157
R_ZJCIt5D6m80Wim5,Diff(15),6,Diff,15,157
R_6gQpeEEoAOw1CNz,Diff(15),5,Diff,15,157
R_UcJP3naTdDXJEDn,Diff(15),6,Diff,15,157
R_21pKbw8vqrjpJ4Q,Diff(15),6,Diff,15,157
R_1HiWKvIl546M44z,Diff(15),5,Diff,15,157
R_BFIiDPrnKiKOhkB,Diff(15),6,Diff,15,157
R_232AZeZQOdbRSAK,Diff(15),6,Diff,15,157
R_1odMwWpdALe3A7c,Diff(15),6,Diff,15,157
R_3CMZ1prTdwstnIi,Diff(15),5,Diff,15,157
R_2SDkvNUYWKzQ9b4,Diff(15),4,Diff,15,157
R_2qwqWlqovi1EnxK,Diff(15),3,Diff,15,157
R_1nSW9rReHHlwpSQ,Diff(15),4,Diff,15,157
R_3FPt6NNv7fs4bHV,Diff(15),6,Diff,15,157
R_2uOs8d5Okoyss7z,Diff(15),3,Diff,15,157
R_1JEdl2aEMuUO63f,Diff(15),6,Diff,15,157
R_6L3ln2BoQAzJw2d,Diff(15),6,Diff,15,157
R_xAA7goWcKMvmb1D,Diff(15),6,Diff,15,157
R_248iCMeSwyLS8sF,Diff(15),5,Diff,15,157
R_OING4tGkg3q8VLb,Diff(15),5,Diff,15,157
R_3kvbwPackXPANmo,Diff(15),6,Diff,15,157
R_3lRiG6M8Z6vKWZh,Diff(15),6,Diff,15,157
R_3q9cZ9NJjEx872v,Diff(15),6,Diff,15,157
R_ABt8n7PxUqkXqy5,Diff(15),6,Diff,15,157
R_3k6rPDoCD4kup7x,Diff(15),6,Diff,15,157
R_p6iBXJstulO97Jn,Diff(15),6,Diff,15,157
R_USFewLQTXHp0kPT,Diff(15),5,Diff,15,157
R_vrAH2qrxu41QSv7,Diff(16),6,Diff,16,158
R_6Pg4ql6MQumxZo9,Diff(16),6,Diff,16,158
R_1QaBlAsk46HI9NJ,Diff(16),6,Diff,16,158
R_pKtuHvEeh5mujgl,Diff(16),6,Diff,16,158
R_RrYmeJDnKB3hv7r,Diff(16),6,Diff,16,158
R_2alPe2ZkILnzWYp,Diff(16),6,Diff,16,158
R_24zMzQY1U9LX5Gf,Diff(16),6,Diff,16,158
R_2zAp7MZjWbJtouD,Diff(16),6,Diff,16,158
R_1lgea30X5yRbWgb,Diff(16),6,Diff,16,158
R_1dg0dAPlymYfFcu,Diff(16),6,Diff,16,158
R_23TSscPxb3G1aSA,Diff(16),6,Diff,16,158
R_3effdDALVVpFhkK,Diff(16),5,Diff,16,158
R_2PpvbvcItA8LcqM,Diff(16),6,Diff,16,158
R_25WvorTEPc7DuHX,Diff(16),6,Diff,16,158
R_ZJCIt5D6m80Wim5,Diff(16),6,Diff,16,158
R_6gQpeEEoAOw1CNz,Diff(16),6,Diff,16,158
R_UcJP3naTdDXJEDn,Diff(16),6,Diff,16,158
R_21pKbw8vqrjpJ4Q,Diff(16),6,Diff,16,158
R_1HiWKvIl546M44z,Diff(16),5,Diff,16,158
R_BFIiDPrnKiKOhkB,Diff(16),6,Diff,16,158
R_232AZeZQOdbRSAK,Diff(16),6,Diff,16,158
R_1odMwWpdALe3A7c,Diff(16),6,Diff,16,158
R_3CMZ1prTdwstnIi,Diff(16),6,Diff,16,158
R_2SDkvNUYWKzQ9b4,Diff(16),6,Diff,16,158
R_2qwqWlqovi1EnxK,Diff(16),6,Diff,16,158
R_1nSW9rReHHlwpSQ,Diff(16),6,Diff,16,158
R_3FPt6NNv7fs4bHV,Diff(16),6,Diff,16,158
R_2uOs8d5Okoyss7z,Diff(16),5,Diff,16,158
R_1JEdl2aEMuUO63f,Diff(16),6,Diff,16,158
R_6L3ln2BoQAzJw2d,Diff(16),6,Diff,16,158
R_xAA7goWcKMvmb1D,Diff(16),4,Diff,16,158
R_248iCMeSwyLS8sF,Diff(16),4,Diff,16,158
R_OING4tGkg3q8VLb,Diff(16),5,Diff,16,158
R_3kvbwPackXPANmo,Diff(16),6,Diff,16,158
R_3lRiG6M8Z6vKWZh,Diff(16),6,Diff,16,158
R_3q9cZ9NJjEx872v,Diff(16),6,Diff,16,158
R_ABt8n7PxUqkXqy5,Diff(16),6,Diff,16,158
R_3k6rPDoCD4kup7x,Diff(16),6,Diff,16,158
R_p6iBXJstulO97Jn,Diff(16),6,Diff,16,158
R_USFewLQTXHp0kPT,Diff(16),6,Diff,16,158
R_vrAH2qrxu41QSv7,Diff(17),6,Diff,17,159
R_6Pg4ql6MQumxZo9,Diff(17),6,Diff,17,159
R_1QaBlAsk46HI9NJ,Diff(17),5,Diff,17,159
R_pKtuHvEeh5mujgl,Diff(17),6,Diff,17,159
R_RrYmeJDnKB3hv7r,Diff(17),6,Diff,17,159
R_2alPe2ZkILnzWYp,Diff(17),6,Diff,17,159
R_24zMzQY1U9LX5Gf,Diff(17),6,Diff,17,159
R_2zAp7MZjWbJtouD,Diff(17),6,Diff,17,159
R_1lgea30X5yRbWgb,Diff(17),6,Diff,17,159
R_1dg0dAPlymYfFcu,Diff(17),6,Diff,17,159
R_23TSscPxb3G1aSA,Diff(17),6,Diff,17,159
R_3effdDALVVpFhkK,Diff(17),5,Diff,17,159
R_2PpvbvcItA8LcqM,Diff(17),6,Diff,17,159
R_25WvorTEPc7DuHX,Diff(17),6,Diff,17,159
R_ZJCIt5D6m80Wim5,Diff(17),6,Diff,17,159
R_6gQpeEEoAOw1CNz,Diff(17),6,Diff,17,159
R_UcJP3naTdDXJEDn,Diff(17),6,Diff,17,159
R_21pKbw8vqrjpJ4Q,Diff(17),6,Diff,17,159
R_1HiWKvIl546M44z,Diff(17),6,Diff,17,159
R_BFIiDPrnKiKOhkB,Diff(17),6,Diff,17,159
R_232AZeZQOdbRSAK,Diff(17),5,Diff,17,159
R_1odMwWpdALe3A7c,Diff(17),6,Diff,17,159
R_3CMZ1prTdwstnIi,Diff(17),6,Diff,17,159
R_2SDkvNUYWKzQ9b4,Diff(17),6,Diff,17,159
R_2qwqWlqovi1EnxK,Diff(17),6,Diff,17,159
R_1nSW9rReHHlwpSQ,Diff(17),6,Diff,17,159
R_3FPt6NNv7fs4bHV,Diff(17),6,Diff,17,159
R_2uOs8d5Okoyss7z,Diff(17),5,Diff,17,159
R_1JEdl2aEMuUO63f,Diff(17),6,Diff,17,159
R_6L3ln2BoQAzJw2d,Diff(17),6,Diff,17,159
R_xAA7goWcKMvmb1D,Diff(17),5,Diff,17,159
R_248iCMeSwyLS8sF,Diff(17),5,Diff,17,159
R_OING4tGkg3q8VLb,Diff(17),4,Diff,17,159
R_3kvbwPackXPANmo,Diff(17),6,Diff,17,159
R_3lRiG6M8Z6vKWZh,Diff(17),6,Diff,17,159
R_3q9cZ9NJjEx872v,Diff(17),6,Diff,17,159
R_ABt8n7PxUqkXqy5,Diff(17),6,Diff,17,159
R_3k6rPDoCD4kup7x,Diff(17),6,Diff,17,159
R_p6iBXJstulO97Jn,Diff(17),6,Diff,17,159
R_USFewLQTXHp0kPT,Diff(17),6,Diff,17,159
R_vrAH2qrxu41QSv7,Diff(18),6,Diff,18,160
R_6Pg4ql6MQumxZo9,Diff(18),5,Diff,18,160
R_1QaBlAsk46HI9NJ,Diff(18),6,Diff,18,160
R_pKtuHvEeh5mujgl,Diff(18),5,Diff,18,160
R_RrYmeJDnKB3hv7r,Diff(18),6,Diff,18,160
R_2alPe2ZkILnzWYp,Diff(18),6,Diff,18,160
R_24zMzQY1U9LX5Gf,Diff(18),6,Diff,18,160
R_2zAp7MZjWbJtouD,Diff(18),6,Diff,18,160
R_1lgea30X5yRbWgb,Diff(18),6,Diff,18,160
R_1dg0dAPlymYfFcu,Diff(18),5,Diff,18,160
R_23TSscPxb3G1aSA,Diff(18),5,Diff,18,160
R_3effdDALVVpFhkK,Diff(18),5,Diff,18,160
R_2PpvbvcItA8LcqM,Diff(18),4,Diff,18,160
R_25WvorTEPc7DuHX,Diff(18),6,Diff,18,160
R_ZJCIt5D6m80Wim5,Diff(18),6,Diff,18,160
R_6gQpeEEoAOw1CNz,Diff(18),3,Diff,18,160
R_UcJP3naTdDXJEDn,Diff(18),6,Diff,18,160
R_21pKbw8vqrjpJ4Q,Diff(18),6,Diff,18,160
R_1HiWKvIl546M44z,Diff(18),5,Diff,18,160
R_BFIiDPrnKiKOhkB,Diff(18),5,Diff,18,160
R_232AZeZQOdbRSAK,Diff(18),5,Diff,18,160
R_1odMwWpdALe3A7c,Diff(18),5,Diff,18,160
R_3CMZ1prTdwstnIi,Diff(18),4,Diff,18,160
R_2SDkvNUYWKzQ9b4,Diff(18),6,Diff,18,160
R_2qwqWlqovi1EnxK,Diff(18),3,Diff,18,160
R_1nSW9rReHHlwpSQ,Diff(18),4,Diff,18,160
R_3FPt6NNv7fs4bHV,Diff(18),6,Diff,18,160
R_2uOs8d5Okoyss7z,Diff(18),6,Diff,18,160
R_1JEdl2aEMuUO63f,Diff(18),6,Diff,18,160
R_6L3ln2BoQAzJw2d,Diff(18),6,Diff,18,160
R_xAA7goWcKMvmb1D,Diff(18),5,Diff,18,160
R_248iCMeSwyLS8sF,Diff(18),5,Diff,18,160
R_OING4tGkg3q8VLb,Diff(18),4,Diff,18,160
R_3kvbwPackXPANmo,Diff(18),3,Diff,18,160
R_3lRiG6M8Z6vKWZh,Diff(18),3,Diff,18,160
R_3q9cZ9NJjEx872v,Diff(18),6,Diff,18,160
R_ABt8n7PxUqkXqy5,Diff(18),6,Diff,18,160
R_3k6rPDoCD4kup7x,Diff(18),6,Diff,18,160
R_p6iBXJstulO97Jn,Diff(18),3,Diff,18,160
R_USFewLQTXHp0kPT,Diff(18),4,Diff,18,160
R_vrAH2qrxu41QSv7,Diff(19),6,Diff,19,161
R_6Pg4ql6MQumxZo9,Diff(19),5,Diff,19,161
R_1QaBlAsk46HI9NJ,Diff(19),6,Diff,19,161
R_pKtuHvEeh5mujgl,Diff(19),6,Diff,19,161
R_RrYmeJDnKB3hv7r,Diff(19),6,Diff,19,161
R_2alPe2ZkILnzWYp,Diff(19),6,Diff,19,161
R_24zMzQY1U9LX5Gf,Diff(19),6,Diff,19,161
R_2zAp7MZjWbJtouD,Diff(19),6,Diff,19,161
R_1lgea30X5yRbWgb,Diff(19),6,Diff,19,161
R_1dg0dAPlymYfFcu,Diff(19),6,Diff,19,161
R_23TSscPxb3G1aSA,Diff(19),6,Diff,19,161
R_3effdDALVVpFhkK,Diff(19),5,Diff,19,161
R_2PpvbvcItA8LcqM,Diff(19),5,Diff,19,161
R_25WvorTEPc7DuHX,Diff(19),6,Diff,19,161
R_ZJCIt5D6m80Wim5,Diff(19),6,Diff,19,161
R_6gQpeEEoAOw1CNz,Diff(19),6,Diff,19,161
R_UcJP3naTdDXJEDn,Diff(19),6,Diff,19,161
R_21pKbw8vqrjpJ4Q,Diff(19),6,Diff,19,161
R_1HiWKvIl546M44z,Diff(19),6,Diff,19,161
R_BFIiDPrnKiKOhkB,Diff(19),6,Diff,19,161
R_232AZeZQOdbRSAK,Diff(19),6,Diff,19,161
R_1odMwWpdALe3A7c,Diff(19),6,Diff,19,161
R_3CMZ1prTdwstnIi,Diff(19),6,Diff,19,161
R_2SDkvNUYWKzQ9b4,Diff(19),6,Diff,19,161
R_2qwqWlqovi1EnxK,Diff(19),6,Diff,19,161
R_1nSW9rReHHlwpSQ,Diff(19),6,Diff,19,161
R_3FPt6NNv7fs4bHV,Diff(19),6,Diff,19,161
R_2uOs8d5Okoyss7z,Diff(19),6,Diff,19,161
R_1JEdl2aEMuUO63f,Diff(19),6,Diff,19,161
R_6L3ln2BoQAzJw2d,Diff(19),6,Diff,19,161
R_xAA7goWcKMvmb1D,Diff(19),5,Diff,19,161
R_248iCMeSwyLS8sF,Diff(19),5,Diff,19,161
R_OING4tGkg3q8VLb,Diff(19),5,Diff,19,161
R_3kvbwPackXPANmo,Diff(19),6,Diff,19,161
R_3lRiG6M8Z6vKWZh,Diff(19),6,Diff,19,161
R_3q9cZ9NJjEx872v,Diff(19),6,Diff,19,161
R_ABt8n7PxUqkXqy5,Diff(19),6,Diff,19,161
R_3k6rPDoCD4kup7x,Diff(19),6,Diff,19,161
R_p6iBXJstulO97Jn,Diff(19),6,Diff,19,161
R_USFewLQTXHp0kPT,Diff(19),6,Diff,19,161
