subj_id,qual_col,NatNess,measure,row,sentID
R_248iCMeSwyLS8sF,Natural(13),3.0,Natural,13,155
R_OING4tGkg3q8VLb,Natural(13),3.0,Natural,13,155
R_3kvbwPackXPANmo,Natural(13),4.0,Natural,13,155
R_3lRiG6M8Z6vKWZh,Natural(13),5.0,Natural,13,155
R_3q9cZ9NJjEx872v,Natural(13),4.0,Natural,13,155
R_ABt8n7PxUqkXqy5,Natural(13),5.0,Natural,13,155
R_3k6rPDoCD4kup7x,Natural(13),5.0,Natural,13,155
R_p6iBXJstulO97Jn,Natural(13),5.0,Natural,13,155
R_USFewLQTXHp0kPT,Natural(13),5.0,Natural,13,155
R_vrAH2qrxu41QSv7,Natural(14),5.0,Natural,14,156
R_6Pg4ql6MQumxZo9,Natural(14),2.0,Natural,14,156
R_1QaBlAsk46HI9NJ,Natural(14),5.0,Natural,14,156
R_pKtuHvEeh5mujgl,Natural(14),5.0,Natural,14,156
R_RrYmeJDnKB3hv7r,Natural(14),5.0,Natural,14,156
R_2alPe2ZkILnzWYp,Natural(14),5.0,Natural,14,156
R_24zMzQY1U9LX5Gf,Natural(14),5.0,Natural,14,156
R_2zAp7MZjWbJtouD,Natural(14),5.0,Natural,14,156
R_1lgea30X5yRbWgb,Natural(14),3.0,Natural,14,156
R_1dg0dAPlymYfFcu,Natural(14),5.0,Natural,14,156
R_23TSscPxb3G1aSA,Natural(14),4.0,Natural,14,156
R_3effdDALVVpFhkK,Natural(14),5.0,Natural,14,156
R_2PpvbvcItA8LcqM,Natural(14),2.0,Natural,14,156
R_25WvorTEPc7DuHX,Natural(14),5.0,Natural,14,156
R_ZJCIt5D6m80Wim5,Natural(14),3.0,Natural,14,156
R_6gQpeEEoAOw1CNz,Natural(14),5.0,Natural,14,156
R_UcJP3naTdDXJEDn,Natural(14),4.0,Natural,14,156
R_21pKbw8vqrjpJ4Q,Natural(14),4.0,Natural,14,156
R_1HiWKvIl546M44z,Natural(14),4.0,Natural,14,156
R_BFIiDPrnKiKOhkB,Natural(14),5.0,Natural,14,156
R_232AZeZQOdbRSAK,Natural(14),5.0,Natural,14,156
R_1odMwWpdALe3A7c,Natural(14),2.0,Natural,14,156
R_3CMZ1prTdwstnIi,Natural(14),3.0,Natural,14,156
R_2SDkvNUYWKzQ9b4,Natural(14),1.0,Natural,14,156
R_2qwqWlqovi1EnxK,Natural(14),4.0,Natural,14,156
R_1nSW9rReHHlwpSQ,Natural(14),4.0,Natural,14,156
R_3FPt6NNv7fs4bHV,Natural(14),3.0,Natural,14,156
R_2uOs8d5Okoyss7z,Natural(14),3.0,Natural,14,156
R_1JEdl2aEMuUO63f,Natural(14),5.0,Natural,14,156
R_6L3ln2BoQAzJw2d,Natural(14),5.0,Natural,14,156
R_xAA7goWcKMvmb1D,Natural(14),4.0,Natural,14,156
R_248iCMeSwyLS8sF,Natural(14),5.0,Natural,14,156
R_OING4tGkg3q8VLb,Natural(14),4.0,Natural,14,156
R_3kvbwPackXPANmo,Natural(14),4.0,Natural,14,156
R_3lRiG6M8Z6vKWZh,Natural(14),5.0,Natural,14,156
R_3q9cZ9NJjEx872v,Natural(14),3.0,Natural,14,156
R_ABt8n7PxUqkXqy5,Natural(14),5.0,Natural,14,156
R_3k6rPDoCD4kup7x,Natural(14),5.0,Natural,14,156
R_p6iBXJstulO97Jn,Natural(14),4.0,Natural,14,156
R_USFewLQTXHp0kPT,Natural(14),5.0,Natural,14,156
R_vrAH2qrxu41QSv7,Natural(15),5.0,Natural,15,157
R_6Pg4ql6MQumxZo9,Natural(15),3.0,Natural,15,157
R_1QaBlAsk46HI9NJ,Natural(15),5.0,Natural,15,157
R_pKtuHvEeh5mujgl,Natural(15),5.0,Natural,15,157
R_RrYmeJDnKB3hv7r,Natural(15),5.0,Natural,15,157
R_2alPe2ZkILnzWYp,Natural(15),4.0,Natural,15,157
R_24zMzQY1U9LX5Gf,Natural(15),5.0,Natural,15,157
R_2zAp7MZjWbJtouD,Natural(15),5.0,Natural,15,157
R_1lgea30X5yRbWgb,Natural(15),5.0,Natural,15,157
R_1dg0dAPlymYfFcu,Natural(15),5.0,Natural,15,157
R_23TSscPxb3G1aSA,Natural(15),4.0,Natural,15,157
R_3effdDALVVpFhkK,Natural(15),5.0,Natural,15,157
R_2PpvbvcItA8LcqM,Natural(15),4.0,Natural,15,157
R_25WvorTEPc7DuHX,Natural(15),5.0,Natural,15,157
R_ZJCIt5D6m80Wim5,Natural(15),1.0,Natural,15,157
R_6gQpeEEoAOw1CNz,Natural(15),5.0,Natural,15,157
R_UcJP3naTdDXJEDn,Natural(15),4.0,Natural,15,157
R_21pKbw8vqrjpJ4Q,Natural(15),5.0,Natural,15,157
R_1HiWKvIl546M44z,Natural(15),3.0,Natural,15,157
R_BFIiDPrnKiKOhkB,Natural(15),3.0,Natural,15,157
R_232AZeZQOdbRSAK,Natural(15),5.0,Natural,15,157
R_1odMwWpdALe3A7c,Natural(15),5.0,Natural,15,157
R_3CMZ1prTdwstnIi,Natural(15),4.0,Natural,15,157
R_2SDkvNUYWKzQ9b4,Natural(15),4.0,Natural,15,157
R_2qwqWlqovi1EnxK,Natural(15),1.0,Natural,15,157
R_1nSW9rReHHlwpSQ,Natural(15),5.0,Natural,15,157
R_3FPt6NNv7fs4bHV,Natural(15),4.0,Natural,15,157
R_2uOs8d5Okoyss7z,Natural(15),4.0,Natural,15,157
R_1JEdl2aEMuUO63f,Natural(15),5.0,Natural,15,157
R_6L3ln2BoQAzJw2d,Natural(15),5.0,Natural,15,157
R_xAA7goWcKMvmb1D,Natural(15),4.0,Natural,15,157
R_248iCMeSwyLS8sF,Natural(15),3.0,Natural,15,157
R_OING4tGkg3q8VLb,Natural(15),4.0,Natural,15,157
R_3kvbwPackXPANmo,Natural(15),5.0,Natural,15,157
R_3lRiG6M8Z6vKWZh,Natural(15),5.0,Natural,15,157
R_3q9cZ9NJjEx872v,Natural(15),4.0,Natural,15,157
R_ABt8n7PxUqkXqy5,Natural(15),5.0,Natural,15,157
R_3k6rPDoCD4kup7x,Natural(15),5.0,Natural,15,157
R_p6iBXJstulO97Jn,Natural(15),4.0,Natural,15,157
R_USFewLQTXHp0kPT,Natural(15),3.0,Natural,15,157
R_vrAH2qrxu41QSv7,Natural(16),5.0,Natural,16,158
R_6Pg4ql6MQumxZo9,Natural(16),5.0,Natural,16,158
R_1QaBlAsk46HI9NJ,Natural(16),5.0,Natural,16,158
R_pKtuHvEeh5mujgl,Natural(16),4.0,Natural,16,158
R_RrYmeJDnKB3hv7r,Natural(16),5.0,Natural,16,158
R_2alPe2ZkILnzWYp,Natural(16),4.0,Natural,16,158
R_24zMzQY1U9LX5Gf,Natural(16),5.0,Natural,16,158
R_2zAp7MZjWbJtouD,Natural(16),5.0,Natural,16,158
R_1lgea30X5yRbWgb,Natural(16),5.0,Natural,16,158
R_1dg0dAPlymYfFcu,Natural(16),5.0,Natural,16,158
R_23TSscPxb3G1aSA,Natural(16),5.0,Natural,16,158
R_3effdDALVVpFhkK,Natural(16),4.0,Natural,16,158
R_2PpvbvcItA8LcqM,Natural(16),5.0,Natural,16,158
R_25WvorTEPc7DuHX,Natural(16),5.0,Natural,16,158
R_ZJCIt5D6m80Wim5,Natural(16),4.0,Natural,16,158
R_6gQpeEEoAOw1CNz,Natural(16),5.0,Natural,16,158
R_UcJP3naTdDXJEDn,Natural(16),3.0,Natural,16,158
R_21pKbw8vqrjpJ4Q,Natural(16),5.0,Natural,16,158
R_1HiWKvIl546M44z,Natural(16),3.0,Natural,16,158
R_BFIiDPrnKiKOhkB,Natural(16),4.0,Natural,16,158
R_232AZeZQOdbRSAK,Natural(16),5.0,Natural,16,158
R_1odMwWpdALe3A7c,Natural(16),4.0,Natural,16,158
R_3CMZ1prTdwstnIi,Natural(16),3.0,Natural,16,158
R_2SDkvNUYWKzQ9b4,Natural(16),5.0,Natural,16,158
R_2qwqWlqovi1EnxK,Natural(16),4.0,Natural,16,158
R_1nSW9rReHHlwpSQ,Natural(16),4.0,Natural,16,158
R_3FPt6NNv7fs4bHV,Natural(16),3.0,Natural,16,158
R_2uOs8d5Okoyss7z,Natural(16),4.0,Natural,16,158
R_1JEdl2aEMuUO63f,Natural(16),5.0,Natural,16,158
R_6L3ln2BoQAzJw2d,Natural(16),5.0,Natural,16,158
R_xAA7goWcKMvmb1D,Natural(16),4.0,Natural,16,158
R_248iCMeSwyLS8sF,Natural(16),3.0,Natural,16,158
R_OING4tGkg3q8VLb,Natural(16),4.0,Natural,16,158
R_3kvbwPackXPANmo,Natural(16),5.0,Natural,16,158
R_3lRiG6M8Z6vKWZh,Natural(16),5.0,Natural,16,158
R_3q9cZ9NJjEx872v,Natural(16),3.0,Natural,16,158
R_ABt8n7PxUqkXqy5,Natural(16),5.0,Natural,16,158
R_3k6rPDoCD4kup7x,Natural(16),5.0,Natural,16,158
R_p6iBXJstulO97Jn,Natural(16),4.0,Natural,16,158
R_USFewLQTXHp0kPT,Natural(16),3.0,Natural,16,158
R_vrAH2qrxu41QSv7,Natural(17),5.0,Natural,17,159
R_6Pg4ql6MQumxZo9,Natural(17),5.0,Natural,17,159
R_1QaBlAsk46HI9NJ,Natural(17),4.0,Natural,17,159
R_pKtuHvEeh5mujgl,Natural(17),5.0,Natural,17,159
R_RrYmeJDnKB3hv7r,Natural(17),5.0,Natural,17,159
R_2alPe2ZkILnzWYp,Natural(17),5.0,Natural,17,159
R_24zMzQY1U9LX5Gf,Natural(17),5.0,Natural,17,159
R_2zAp7MZjWbJtouD,Natural(17),5.0,Natural,17,159
R_1lgea30X5yRbWgb,Natural(17),5.0,Natural,17,159
R_1dg0dAPlymYfFcu,Natural(17),5.0,Natural,17,159
R_23TSscPxb3G1aSA,Natural(17),5.0,Natural,17,159
R_3effdDALVVpFhkK,Natural(17),4.0,Natural,17,159
R_2PpvbvcItA8LcqM,Natural(17),5.0,Natural,17,159
R_25WvorTEPc7DuHX,Natural(17),5.0,Natural,17,159
R_ZJCIt5D6m80Wim5,Natural(17),5.0,Natural,17,159
R_6gQpeEEoAOw1CNz,Natural(17),5.0,Natural,17,159
R_UcJP3naTdDXJEDn,Natural(17),5.0,Natural,17,159
R_21pKbw8vqrjpJ4Q,Natural(17),5.0,Natural,17,159
R_1HiWKvIl546M44z,Natural(17),4.0,Natural,17,159
R_BFIiDPrnKiKOhkB,Natural(17),5.0,Natural,17,159
R_232AZeZQOdbRSAK,Natural(17),3.0,Natural,17,159
R_1odMwWpdALe3A7c,Natural(17),5.0,Natural,17,159
R_3CMZ1prTdwstnIi,Natural(17),5.0,Natural,17,159
R_2SDkvNUYWKzQ9b4,Natural(17),5.0,Natural,17,159
R_2qwqWlqovi1EnxK,Natural(17),5.0,Natural,17,159
R_1nSW9rReHHlwpSQ,Natural(17),5.0,Natural,17,159
R_3FPt6NNv7fs4bHV,Natural(17),5.0,Natural,17,159
R_2uOs8d5Okoyss7z,Natural(17),3.0,Natural,17,159
R_1JEdl2aEMuUO63f,Natural(17),5.0,Natural,17,159
R_6L3ln2BoQAzJw2d,Natural(17),5.0,Natural,17,159
R_xAA7goWcKMvmb1D,Natural(17),3.0,Natural,17,159
R_248iCMeSwyLS8sF,Natural(17),3.0,Natural,17,159
R_OING4tGkg3q8VLb,Natural(17),3.0,Natural,17,159
R_3kvbwPackXPANmo,Natural(17),5.0,Natural,17,159
R_3lRiG6M8Z6vKWZh,Natural(17),5.0,Natural,17,159
R_3q9cZ9NJjEx872v,Natural(17),5.0,Natural,17,159
R_ABt8n7PxUqkXqy5,Natural(17),4.0,Natural,17,159
R_3k6rPDoCD4kup7x,Natural(17),5.0,Natural,17,159
R_p6iBXJstulO97Jn,Natural(17),4.0,Natural,17,159
R_USFewLQTXHp0kPT,Natural(17),4.0,Natural,17,159
R_vrAH2qrxu41QSv7,Natural(18),5.0,Natural,18,160
R_6Pg4ql6MQumxZo9,Natural(18),1.0,Natural,18,160
R_1QaBlAsk46HI9NJ,Natural(18),4.0,Natural,18,160
R_pKtuHvEeh5mujgl,Natural(18),4.0,Natural,18,160
R_RrYmeJDnKB3hv7r,Natural(18),5.0,Natural,18,160
R_2alPe2ZkILnzWYp,Natural(18),5.0,Natural,18,160
R_24zMzQY1U9LX5Gf,Natural(18),5.0,Natural,18,160
R_2zAp7MZjWbJtouD,Natural(18),1.0,Natural,18,160
R_1lgea30X5yRbWgb,Natural(18),5.0,Natural,18,160
R_1dg0dAPlymYfFcu,Natural(18),4.0,Natural,18,160
R_23TSscPxb3G1aSA,Natural(18),5.0,Natural,18,160
R_3effdDALVVpFhkK,Natural(18),4.0,Natural,18,160
R_2PpvbvcItA8LcqM,Natural(18),4.0,Natural,18,160
R_25WvorTEPc7DuHX,Natural(18),5.0,Natural,18,160
R_ZJCIt5D6m80Wim5,Natural(18),1.0,Natural,18,160
R_6gQpeEEoAOw1CNz,Natural(18),3.0,Natural,18,160
R_UcJP3naTdDXJEDn,Natural(18),3.0,Natural,18,160
R_21pKbw8vqrjpJ4Q,Natural(18),4.0,Natural,18,160
R_1HiWKvIl546M44z,Natural(18),2.0,Natural,18,160
R_BFIiDPrnKiKOhkB,Natural(18),3.0,Natural,18,160
R_232AZeZQOdbRSAK,Natural(18),2.0,Natural,18,160
R_1odMwWpdALe3A7c,Natural(18),4.0,Natural,18,160
R_3CMZ1prTdwstnIi,Natural(18),2.0,Natural,18,160
R_2SDkvNUYWKzQ9b4,Natural(18),4.0,Natural,18,160
R_2qwqWlqovi1EnxK,Natural(18),4.0,Natural,18,160
R_1nSW9rReHHlwpSQ,Natural(18),2.0,Natural,18,160
R_3FPt6NNv7fs4bHV,Natural(18),3.0,Natural,18,160
R_2uOs8d5Okoyss7z,Natural(18),5.0,Natural,18,160
R_1JEdl2aEMuUO63f,Natural(18),5.0,Natural,18,160
R_6L3ln2BoQAzJw2d,Natural(18),5.0,Natural,18,160
R_xAA7goWcKMvmb1D,Natural(18),1.0,Natural,18,160
R_248iCMeSwyLS8sF,Natural(18),2.0,Natural,18,160
R_OING4tGkg3q8VLb,Natural(18),3.0,Natural,18,160
R_3kvbwPackXPANmo,Natural(18),3.0,Natural,18,160
R_3lRiG6M8Z6vKWZh,Natural(18),1.0,Natural,18,160
R_3q9cZ9NJjEx872v,Natural(18),1.0,Natural,18,160
R_ABt8n7PxUqkXqy5,Natural(18),5.0,Natural,18,160
R_3k6rPDoCD4kup7x,Natural(18),5.0,Natural,18,160
R_p6iBXJstulO97Jn,Natural(18),2.0,Natural,18,160
R_USFewLQTXHp0kPT,Natural(18),3.0,Natural,18,160
R_vrAH2qrxu41QSv7,Natural(19),5.0,Natural,19,161
R_6Pg4ql6MQumxZo9,Natural(19),5.0,Natural,19,161
R_1QaBlAsk46HI9NJ,Natural(19),5.0,Natural,19,161
R_pKtuHvEeh5mujgl,Natural(19),5.0,Natural,19,161
R_RrYmeJDnKB3hv7r,Natural(19),5.0,Natural,19,161
R_2alPe2ZkILnzWYp,Natural(19),5.0,Natural,19,161
R_24zMzQY1U9LX5Gf,Natural(19),5.0,Natural,19,161
R_2zAp7MZjWbJtouD,Natural(19),5.0,Natural,19,161
R_1lgea30X5yRbWgb,Natural(19),1.0,Natural,19,161
R_1dg0dAPlymYfFcu,Natural(19),5.0,Natural,19,161
R_23TSscPxb3G1aSA,Natural(19),5.0,Natural,19,161
R_3effdDALVVpFhkK,Natural(19),4.0,Natural,19,161
R_2PpvbvcItA8LcqM,Natural(19),5.0,Natural,19,161
R_25WvorTEPc7DuHX,Natural(19),5.0,Natural,19,161
R_ZJCIt5D6m80Wim5,Natural(19),4.0,Natural,19,161
R_6gQpeEEoAOw1CNz,Natural(19),5.0,Natural,19,161
R_UcJP3naTdDXJEDn,Natural(19),4.0,Natural,19,161
R_21pKbw8vqrjpJ4Q,Natural(19),5.0,Natural,19,161
R_1HiWKvIl546M44z,Natural(19),5.0,Natural,19,161
R_BFIiDPrnKiKOhkB,Natural(19),5.0,Natural,19,161
R_232AZeZQOdbRSAK,Natural(19),5.0,Natural,19,161
R_1odMwWpdALe3A7c,Natural(19),4.0,Natural,19,161
R_3CMZ1prTdwstnIi,Natural(19),5.0,Natural,19,161
R_2SDkvNUYWKzQ9b4,Natural(19),5.0,Natural,19,161
R_2qwqWlqovi1EnxK,Natural(19),5.0,Natural,19,161
R_1nSW9rReHHlwpSQ,Natural(19),5.0,Natural,19,161
R_3FPt6NNv7fs4bHV,Natural(19),5.0,Natural,19,161
R_2uOs8d5Okoyss7z,Natural(19),5.0,Natural,19,161
R_1JEdl2aEMuUO63f,Natural(19),5.0,Natural,19,161
R_6L3ln2BoQAzJw2d,Natural(19),5.0,Natural,19,161
R_xAA7goWcKMvmb1D,Natural(19),4.0,Natural,19,161
R_248iCMeSwyLS8sF,Natural(19),5.0,Natural,19,161
R_OING4tGkg3q8VLb,Natural(19),4.0,Natural,19,161
R_3kvbwPackXPANmo,Natural(19),5.0,Natural,19,161
R_3lRiG6M8Z6vKWZh,Natural(19),5.0,Natural,19,161
R_3q9cZ9NJjEx872v,Natural(19),5.0,Natural,19,161
R_ABt8n7PxUqkXqy5,Natural(19),5.0,Natural,19,161
R_3k6rPDoCD4kup7x,Natural(19),5.0,Natural,19,161
R_p6iBXJstulO97Jn,Natural(19),5.0,Natural,19,161
R_USFewLQTXHp0kPT,Natural(19),5.0,Natural,19,161
