"sentID","CompLcase","popularity","percent"
77,"het aanrecht",48,89.7196261682243
77,"de tafel",3,5.60747663551402
77,"de snijplank",1,1.86915887850467
77,"tafel",1,1.86915887850467
78,"de duisternis",16,29.9065420560748
78,"de zaak",12,22.4299065420561
78,"de tunnel",10,18.6915887850467
78,"het duister",5,9.34579439252336
78,"",3,5.60747663551402
78,"de kamer",2,3.73831775700935
78,"de horizon",1,1.86915887850467
78,"de verte",1,1.86915887850467
78,"het donker",1,1.86915887850467
78,"in de tunnel",1,1.86915887850467
78,"zicht",1,1.86915887850467
79,"de wolf",42,78.5046728971963
79,"de boze wolf",4,7.47663551401869
79,"de grote boze wolf",4,7.47663551401869
79,"een wolf",3,5.60747663551402
80,"de lucht",51,95.3271028037383
80,"in de lucht",2,3.73831775700935
81,"het huis",22,41.1214953271028
81,"ons huis",10,18.6915887850467
81,"de kat",9,16.8224299065421
81,"de planten",7,13.0841121495327
81,"de katten",3,5.60747663551402
81,"de dieren",1,1.86915887850467
81,"onze kat",1,1.86915887850467
82,"de auto",30,56.0747663551402
82,"de kofferbak",13,24.2990654205607
82,"de achterbak",9,16.8224299065421
82,"de bak",1,1.86915887850467
83,"het krijt",40,74.7663551401869
83,"het rood",8,14.9532710280374
83,"de schuld",3,5.60747663551402
83,"de min",2,3.73831775700935
84,"de hoek",43,80.3738317757009
84,"de lucht vallen",3,5.60747663551402
84,"het niets",2,3.73831775700935
84,"ter tafel",2,3.73831775700935
84,"de bocht",1,1.86915887850467
84,"de bus",1,1.86915887850467
84,"de voeten",1,1.86915887850467
85,"de kameel",49,91.588785046729
85,"de woestijnrat",1,1.86915887850467
85,"een dromedaris",1,1.86915887850467
85,"een kameel",1,1.86915887850467
85,"kameel",1,1.86915887850467
86,"de stroom",36,67.2897196261682
86,"de electriciteit",6,11.214953271028
86,"het licht",6,11.214953271028
86,"de elektriciteit",5,9.34579439252336
87,"het hart",49,91.588785046729
87,"",2,3.73831775700935
87,"het hoofd",1,1.86915887850467
87,"uit het hart",1,1.86915887850467
88,"de sloot",51,95.3271028037383
88,"de kast",1,1.86915887850467
88,"de stal",1,1.86915887850467
89,"het net",50,93.4579439252336
89,"achter het net",1,1.86915887850467
89,"de verkeerde",1,1.86915887850467
89,"het",1,1.86915887850467
90,"de airco",40,74.7663551401869
90,"de airconditioning",5,9.34579439252336
90,"de radio",3,5.60747663551402
90,"de ventilator",3,5.60747663551402
90,"de ac",1,1.86915887850467
90,"de erco",1,1.86915887850467
91,"een aansteker",33,61.6822429906542
91,"een vuurtje",15,28.0373831775701
91,"de aansteker",2,3.73831775700935
91,"het",1,1.86915887850467
91,"om een aansteker",1,1.86915887850467
91,"om een vuurtje",1,1.86915887850467
92,"de maand",52,97.196261682243
92,"de periode",1,1.86915887850467
93,"het hotel",50,93.4579439252336
93,"de plek",2,3.73831775700935
93,"zijn hotel",1,1.86915887850467
94,"de mouw",53,99.0654205607477
95,"de balk",44,82.2429906542056
95,"de toonbank",5,9.34579439252336
95,"de bank",2,3.73831775700935
95,"over de balk",2,3.73831775700935
96,"de rekening",24,44.8598130841121
96,"de huur",11,20.5607476635514
96,"de rekeningen",5,9.34579439252336
96,"zijn schuld",3,5.60747663551402
96,"de boete",2,3.73831775700935
96,"het geld",2,3.73831775700935
96,"de aanmaning",1,1.86915887850467
96,"de schulden",1,1.86915887850467
96,"zijn huur",1,1.86915887850467
96,"zijn rekening",1,1.86915887850467
96,"zijn rekeningen",1,1.86915887850467
96,"zijn schulden",1,1.86915887850467
97,"de pet",45,84.1121495327103
97,"zijn pet",2,3.73831775700935
97,"",1,1.86915887850467
97,"de haren",1,1.86915887850467
97,"de paplepel",1,1.86915887850467
97,"de peet",1,1.86915887850467
97,"de schoen",1,1.86915887850467
97,"met de pet",1,1.86915887850467
98,"de kerk",44,82.2429906542056
98,"de kerktoren",6,11.214953271028
98,"de toren",2,3.73831775700935
98,"acht uur",1,1.86915887850467
99,"de natuur",26,48.5981308411215
99,"het bos",4,7.47663551401869
99,"de bossen",3,5.60747663551402
99,"de dieren",3,5.60747663551402
99,"de vogels",2,3.73831775700935
99,"het groen",2,3.73831775700935
99,"de bebossing",1,1.86915887850467
99,"de grachten",1,1.86915887850467
99,"de mensen",1,1.86915887850467
99,"de planten",1,1.86915887850467
99,"de weilanden",1,1.86915887850467
99,"het doel",1,1.86915887850467
99,"het landschap",1,1.86915887850467
99,"het milieu",1,1.86915887850467
99,"het natuurgebied",1,1.86915887850467
99,"het wild",1,1.86915887850467
99,"leuke pionierplekken",1,1.86915887850467
99,"natuur",1,1.86915887850467
99,"wilde dieren",1,1.86915887850467
100,"de wind",43,80.3738317757009
100,"",4,7.47663551401869
100,"in de wind",3,5.60747663551402
100,"het gezicht",2,3.73831775700935
100,"de pan",1,1.86915887850467
101,"het lijf",50,93.4579439252336
101,"",1,1.86915887850467
101,"haar lijf",1,1.86915887850467
101,"op het lijf",1,1.86915887850467
102,"het eten",51,95.3271028037383
102,"de pan",1,1.86915887850467
102,"in het eten",1,1.86915887850467
103,"de draak",39,72.8971962616822
103,"een draak",6,11.214953271028
103,"de badboys",1,1.86915887850467
103,"de bewakers",1,1.86915887850467
103,"de prins",1,1.86915887850467
103,"de stiefmoeder",1,1.86915887850467
103,"de vijand",1,1.86915887850467
103,"geen idee",1,1.86915887850467
103,"haar moeder",1,1.86915887850467
103,"het monster",1,1.86915887850467
104,"de berg",46,85.981308411215
104,"de heuvel",5,9.34579439252336
104,"de duin",1,1.86915887850467
104,"de holterberg",1,1.86915887850467
105,"de tralies",38,71.0280373831776
105,"de spijlen",8,14.9532710280374
105,"de muur",1,1.86915887850467
105,"de tralie",1,1.86915887850467
105,"een spijl",1,1.86915887850467
105,"het hek",1,1.86915887850467
105,"het raam",1,1.86915887850467
105,"het slot",1,1.86915887850467
105,"het tralies",1,1.86915887850467
106,"de tuinman",49,91.588785046729
106,"de hovenier",2,3.73831775700935
106,"de tuinier",2,3.73831775700935
107,"de naald",52,97.196261682243
107,"de naals",1,1.86915887850467
108,"de pan",55,102.803738317757
108,"de pot",2,3.73831775700935
108,"de kookpot",1,1.86915887850467
109,"het balkon",44,82.2429906542056
109,"haar balkon",6,11.214953271028
109,"de balkon",1,1.86915887850467
109,"de verdieping",1,1.86915887850467
109,"haar dakterras",1,1.86915887850467
109,"haar kamer",1,1.86915887850467
109,"haar raam",1,1.86915887850467
109,"haar woonkamer",1,1.86915887850467
109,"het dak",1,1.86915887850467
109,"het raam",1,1.86915887850467
110,"het lint",30,56.0747663551402
110,"het lintje",11,20.5607476635514
110,"een lint",8,14.9532710280374
110,"een lintje",8,14.9532710280374
110,"de lint",1,1.86915887850467
111,"het contract",48,89.7196261682243
111,"een contract",5,9.34579439252336
111,"de overeenkomst",1,1.86915887850467
111,"een contact",1,1.86915887850467
111,"het arbeidscontract",1,1.86915887850467
111,"het kontrakt",1,1.86915887850467
111,"zijn contract",1,1.86915887850467
112,"het wapen",15,28.0373831775701
112,"het pistool",10,18.6915887850467
112,"de plaats delict",4,7.47663551401869
112,"het lichaam",3,5.60747663551402
112,"",2,3.73831775700935
112,"het geweer",2,3.73831775700935
112,"het plaats delict",2,3.73831775700935
112,"het plaatsdelict",2,3.73831775700935
112,"het raam",2,3.73831775700935
112,"het slachtoffer",2,3.73831775700935
112,"bewijsmateriaal",1,1.86915887850467
112,"de grond",1,1.86915887850467
112,"de kogels",1,1.86915887850467
112,"de meubels",1,1.86915887850467
112,"de plaat-delict",1,1.86915887850467
112,"de slachtoffers",1,1.86915887850467
112,"de stoel",1,1.86915887850467
112,"de tafel",1,1.86915887850467
112,"de wapens",1,1.86915887850467
112,"het bewijs",1,1.86915887850467
112,"het bewijsmateriaal",1,1.86915887850467
112,"het bureau",1,1.86915887850467
112,"het plaats-delict",1,1.86915887850467
112,"het vuurwapen",1,1.86915887850467
113,"de trein",32,59.8130841121495
113,"een auto",11,20.5607476635514
113,"een trein",10,18.6915887850467
113,"de auto",3,5.60747663551402
113,"een scooter",1,1.86915887850467
113,"te trein",1,1.86915887850467
114,"de bioscoop",34,63.5514018691589
114,"de film",21,39.2523364485981
114,"de bios",3,5.60747663551402
115,"het terras",36,67.2897196261682
115,"de plek",17,31.7757009345794
115,"de plaats",2,3.73831775700935
115,"de tafel",1,1.86915887850467
115,"het plekje",1,1.86915887850467
115,"het strand",1,1.86915887850467
116,"de meterkast",46,85.981308411215
116,"de stoppenkast",5,9.34579439252336
116,"de kast",2,3.73831775700935
116,"de elektriciteitskast",1,1.86915887850467
116,"de meter",1,1.86915887850467
116,"de stopcontact",1,1.86915887850467
116,"de stopcontacten",1,1.86915887850467
116,"het stopcontact",1,1.86915887850467
117,"de kantine",43,80.3738317757009
117,"het restaurant",6,11.214953271028
117,"de cafetaria",3,5.60747663551402
117,"het bedrijfsrestaurant",2,3.73831775700935
117,"het cafe",2,3.73831775700935
117,"de cantine",1,1.86915887850467
117,"de mensa",1,1.86915887850467
118,"het tentamen",44,82.2429906542056
118,"zijn tentamen",6,11.214953271028
118,"de toets",5,9.34579439252336
118,"het examen",2,3.73831775700935
118,"zijn examen",1,1.86915887850467
119,"een concert",26,48.5981308411215
119,"het concert",19,35.5140186915888
119,"hun concert",11,20.5607476635514
119,"een optreden",1,1.86915887850467
119,"het optreden",1,1.86915887850467
120,"de samenvatting",41,76.6355140186916
120,"een samenvatting",12,22.4299065420561
120,"de abstract",1,1.86915887850467
120,"een deel",1,1.86915887850467
120,"een uittreksel",1,1.86915887850467
120,"het verslag",1,1.86915887850467
120,"wat samenvattingen",1,1.86915887850467
121,"de zon",45,84.1121495327103
121,"het zonnen",10,18.6915887850467
121,"het zonnebaden",3,5.60747663551402
122,"de pot",49,91.588785046729
122,"",3,5.60747663551402
122,"de pan",2,3.73831775700935
122,"de mand",1,1.86915887850467
122,"de tuin",1,1.86915887850467
122,"jouw stoel",1,1.86915887850467
122,"zijn mand",1,1.86915887850467
123,"de dierentuin",43,80.3738317757009
123,"het circus",4,7.47663551401869
123,"gevangenschap",3,5.60747663551402
123,"de zoo",2,3.73831775700935
123,"dierentuinen",2,3.73831775700935
123,"artis",1,1.86915887850467
123,"de dierentuinen",1,1.86915887850467
123,"een circus",1,1.86915887850467
123,"in nederland",1,1.86915887850467
124,"het restaurant",54,100.934579439252
124,"een restaurant",2,3.73831775700935
124,"dat restaurant",1,1.86915887850467
124,"het cafe",1,1.86915887850467
125,"de boom",55,102.803738317757
125,"boom",2,3.73831775700935
125,"van de boom",1,1.86915887850467
126,"de champagne",41,76.6355140186916
126,"de fles",6,11.214953271028
126,"champagne",2,3.73831775700935
126,"de champagnefles",2,3.73831775700935
126,"de kurk",2,3.73831775700935
126,"de bubbels",1,1.86915887850467
126,"de campagne",1,1.86915887850467
126,"de champagneflessen",1,1.86915887850467
126,"de fles champagne",1,1.86915887850467
126,"een fles champagne",1,1.86915887850467
127,"de jungle",28,52.3364485981308
127,"het oerwoud",14,26.1682242990654
127,"het bos",8,14.9532710280374
127,"de bomen",3,5.60747663551402
127,"het woud",3,5.60747663551402
127,"",1,1.86915887850467
127,"de bossen",1,1.86915887850467
128,"de brief",22,41.1214953271028
128,"de brochure",10,18.6915887850467
128,"de folder",5,9.34579439252336
128,"een brief",3,5.60747663551402
128,"het boekje",2,3.73831775700935
128,"het document",2,3.73831775700935
128,"het dossier",2,3.73831775700935
128,"het rapport",2,3.73831775700935
128,"",1,1.86915887850467
128,"de afspraken",1,1.86915887850467
128,"de belastinggids",1,1.86915887850467
128,"de bijsluiter",1,1.86915887850467
128,"de flyer",1,1.86915887850467
128,"de mededeling",1,1.86915887850467
128,"de troonrede",1,1.86915887850467
128,"een brochure",1,1.86915887850467
128,"een folder",1,1.86915887850467
128,"het formulier",1,1.86915887850467
129,"het bestek",57,106.542056074766
129,"de messen",1,1.86915887850467
130,"het stadion",50,93.4579439252336
130,"de wedstrijd",3,5.60747663551402
130,"het stadium",2,3.73831775700935
130,"de tribune",1,1.86915887850467
130,"de voetbalclub",1,1.86915887850467
130,"het veld",1,1.86915887850467
131,"de conducteur",42,78.5046728971963
131,"een conducteur",11,20.5607476635514
131,"de man",2,3.73831775700935
131,"die conducteur",2,3.73831775700935
131,"de controleur",1,1.86915887850467
132,"de wereld",50,93.4579439252336
132,"de aarde",4,7.47663551401869
132,"de kaart",1,1.86915887850467
132,"de wereldkaart",1,1.86915887850467
132,"deze wereld",1,1.86915887850467
132,"het continent",1,1.86915887850467
133,"de wachtkamer",45,84.1121495327103
133,"de wachtruimte",9,16.8224299065421
133,"de stoel",3,5.60747663551402
133,"de wachtzaal",1,1.86915887850467
134,"de kinderwagen",30,56.0747663551402
134,"de buggy",12,22.4299065420561
134,"een kinderwagen",4,7.47663551401869
134,"de wandelwagen",3,5.60747663551402
134,"hun armen",3,5.60747663551402
134,"de wagen",2,3.73831775700935
134,"",1,1.86915887850467
134,"de wieg",1,1.86915887850467
134,"the stroller",1,1.86915887850467
134,"zijn buggy",1,1.86915887850467
135,"de gouden koets",22,41.1214953271028
135,"een koets",15,28.0373831775701
135,"de koets",11,20.5607476635514
135,"een gouden koets",4,7.47663551401869
135,"de goudenkoets",3,5.60747663551402
135,"zijn koets",2,3.73831775700935
135,"een auto",1,1.86915887850467
136,"het station",53,99.0654205607477
136,"het perron",2,3.73831775700935
136,"een station",1,1.86915887850467
136,"het hoofdstation",1,1.86915887850467
136,"het spoor",1,1.86915887850467
137,"het zeil",52,97.196261682243
137,"het zijl",4,7.47663551401869
137,"het zeilde",1,1.86915887850467
137,"in het zeil",1,1.86915887850467
138,"de postbode",29,54.2056074766355
138,"de bezorger",7,13.0841121495327
138,"een koerier",5,9.34579439252336
138,"de koerier",4,7.47663551401869
138,"een bezorger",4,7.47663551401869
138,"een man",2,3.73831775700935
138,"een postbode",2,3.73831775700935
138,"de bezorgservice",1,1.86915887850467
138,"de man",1,1.86915887850467
138,"de postbesteller",1,1.86915887850467
138,"de postbezorger",1,1.86915887850467
138,"de winkel",1,1.86915887850467
139,"een gedicht",28,52.3364485981308
139,"het gedicht",20,37.3831775700935
139,"de gedichten",4,7.47663551401869
139,"je gedicht",3,5.60747663551402
139,"een boek",1,1.86915887850467
139,"gedicht",1,1.86915887850467
139,"je brief",1,1.86915887850467
140,"het museum",50,93.4579439252336
140,"een museum",5,9.34579439252336
140,"het rijksmuseum",3,5.60747663551402
141,"het slot",33,61.6822429906542
141,"het sleutelgat",12,22.4299065420561
141,"de deur",9,16.8224299065421
141,"de voordeur",1,1.86915887850467
141,"het gat",1,1.86915887850467
141,"het sleutel",1,1.86915887850467
141,"in het slot",1,1.86915887850467
142,"het vak",46,85.981308411215
142,"zijn vak",4,7.47663551401869
142,"",2,3.73831775700935
142,"de omgang",1,1.86915887850467
142,"de school",1,1.86915887850467
142,"het gebouw",1,1.86915887850467
142,"het onderwijs",1,1.86915887850467
142,"het team",1,1.86915887850467
142,"zijn hart",1,1.86915887850467
